,65.108.117.172,88.198.254.105,213.239.228.37,213.239.228.1,213.239.224.37,213.248.95.242,62.115.137.135,62.115.123.26,62.115.143.29,62.115.136.249,62.115.140.55,62.115.136.199,62.115.170.55,5.223.0.74,5.223.8.141,5.223.62.210,88.198.254.109,213.239.228.41,212.133.6.1,4.69.218.234,4.36.13.30,5.78.0.82,5.78.8.250,5.78.98.32,62.53.206.66,62.53.8.133,80.255.14.194,80.255.15.126,213.239.252.73,213.239.254.61,213.239.228.10,213.239.228.62,65.108.94.222,62.53.6.189,62.53.6.127,62.53.2.151,62.53.28.169,176.52.252.32,94.144.107.49,129.250.2.8,129.250.6.65,116.51.31.51,5.223.0.82,62.53.4.160,62.53.0.149,62.53.28.149,62.53.8.187,176.52.252.28,94.142.107.201,195.219.50.75,80.231.245.40,80.231.245.12,80.231.154.27,195.219.213.129,66.110.28.12,66.110.28.15,5.78.0.86,83.169.183.70,88.134.202.217,145.254.3.102,145.254.2.209,213.133.121.193,213.239.252.9,213.239.224.150,145.254.2.181,195.2.5.13,195.2.18.182,62.115.174.154,62.115.114.90,62.115.136.251,62.115.122.26,5.223.0.78,62.115.141.148,62.115.123.13,62.115.135.24,62.115.139.244,62.115.115.76,62.115.139.107,62.115.115.25,62.115.112.45,80.239.132.89,5.78.0.185,5.78.0.77,4.39.3.245,171.75.10.35,212.133.6.2,213.239.224.26,213.239.228.6,213.239.228.38,198.32.195.42,5.223.0.181,5.223.0.85,5.223.0.69,62.115.170.54,62.115.136.198,62.115.140.42,62.115.136.250,62.115.138.104,62.115.122.35,62.115.137.118,213.248.95.243,213.239.228.14,5.223.0.133,5.223.0.73,103.60.60.117,132.147.112.109,184.105.64.138,5.78.0.78,184.105.64.137,5.223.0.81,5.223.0.77,184.105.213.118,184.105.64.253,62.115.140.50,62.115.137.119,62.115.122.32,62.115.141.219,184.105.64.254
62.115.112.45,79.25,79.14,79.14,79.25,79.14,79.14,79.25,78.42,84.18,89.11,131.05,131.05,131.05,131.05,131.05,131.05,79.14,79.14,79.14,0.0,0.0,0.0,0.25,0.25,82.21,87.16,78.42,78.42,78.42,79.25,79.25,79.25,79.25,87.16,82.21,84.18,84.18,84.18,79.99,84.18,131.05,131.05,131.05,82.21,82.21,84.18,84.18,84.18,84.18,84.18,82.71,82.71,82.71,79.29,0.25,2.33,0.0,87.16,87.16,84.18,84.18,87.23,84.18,79.25,87.16,87.16,84.18,84.18,84.18,89.11,131.05,131.05,84.18,82.71,79.29,38.59,15.83,9.11,0.0,0.0,2.33,0.0,0.0,0.0,79.25,79.25,79.25,79.25,79.25,0.14,131.05,131.05,131.05,131.05,131.05,89.11,84.18,78.42,79.25,79.25,79.25,79.25,131.05,131.05,131.05,131.05,0.0,0.0,2.33,131.05,131.05,78.12,131.05,89.11,79.25,78.42,78.42,78.12
80.239.132.89,76.95,76.85,76.85,76.95,76.85,76.85,76.95,76.15,82.04,87.07,129.91,129.91,129.91,129.91,129.91,129.91,76.85,76.85,76.85,2.33,2.33,2.33,2.37,2.37,80.08,85.01,76.15,76.15,76.15,76.95,76.95,76.95,76.95,85.01,80.08,82.04,82.04,82.04,77.78,82.04,129.91,129.91,129.91,80.08,80.08,82.04,82.04,82.04,82.04,82.04,80.65,80.65,80.65,77.23,2.37,0.0,2.33,85.01,85.01,82.04,82.04,85.09,82.04,76.95,85.01,85.01,82.04,82.04,82.04,87.07,129.91,129.91,82.04,80.65,77.23,38.01,16.44,11.41,2.33,2.33,0.0,2.33,2.33,2.33,76.95,76.95,76.95,76.95,76.95,2.33,129.91,129.91,129.91,129.91,129.91,87.07,82.04,76.15,76.95,76.95,76.95,76.95,129.91,129.91,129.91,129.91,2.33,2.33,0.0,129.91,129.91,77.15,129.91,87.07,76.95,76.15,76.15,77.15
5.78.0.185,79.25,79.14,79.14,79.25,79.14,79.14,79.25,78.42,84.18,89.11,131.05,131.05,131.05,131.05,131.05,131.05,79.14,79.14,79.14,0.0,0.0,0.0,0.25,0.25,82.21,87.16,78.42,78.42,78.42,79.25,79.25,79.25,79.25,87.16,82.21,84.18,84.18,84.18,79.99,84.18,131.05,131.05,131.05,82.21,82.21,84.18,84.18,84.18,84.18,84.18,82.71,82.71,82.71,79.29,0.25,2.33,0.0,87.16,87.16,84.18,84.18,87.23,84.18,79.25,87.16,87.16,84.18,84.18,84.18,89.11,131.05,131.05,84.18,82.71,79.29,38.59,15.83,9.11,0.0,0.0,2.33,0.0,0.0,0.0,79.25,79.25,79.25,79.25,79.25,0.14,131.05,131.05,131.05,131.05,131.05,89.11,84.18,78.42,79.25,79.25,79.25,79.25,131.05,131.05,131.05,131.05,0.0,0.0,2.33,131.05,131.05,78.12,131.05,89.11,79.25,78.42,78.42,78.12
5.78.0.77,79.25,79.14,79.14,79.25,79.14,79.14,79.25,78.42,84.18,89.11,131.05,131.05,131.05,131.05,131.05,131.05,79.14,79.14,79.14,0.0,0.0,0.0,0.25,0.25,82.21,87.16,78.42,78.42,78.42,79.25,79.25,79.25,79.25,87.16,82.21,84.18,84.18,84.18,79.99,84.18,131.05,131.05,131.05,82.21,82.21,84.18,84.18,84.18,84.18,84.18,82.71,82.71,82.71,79.29,0.25,2.33,0.0,87.16,87.16,84.18,84.18,87.23,84.18,79.25,87.16,87.16,84.18,84.18,84.18,89.11,131.05,131.05,84.18,82.71,79.29,38.59,15.83,9.11,0.0,0.0,2.33,0.0,0.0,0.0,79.25,79.25,79.25,79.25,79.25,0.14,131.05,131.05,131.05,131.05,131.05,89.11,84.18,78.42,79.25,79.25,79.25,79.25,131.05,131.05,131.05,131.05,0.0,0.0,2.33,131.05,131.05,78.12,131.05,89.11,79.25,78.42,78.42,78.12
4.39.3.245,79.25,79.14,79.14,79.25,79.14,79.14,79.25,78.42,84.18,89.11,131.05,131.05,131.05,131.05,131.05,131.05,79.14,79.14,79.14,0.0,0.0,0.0,0.25,0.25,82.21,87.16,78.42,78.42,78.42,79.25,79.25,79.25,79.25,87.16,82.21,84.18,84.18,84.18,79.99,84.18,131.05,131.05,131.05,82.21,82.21,84.18,84.18,84.18,84.18,84.18,82.71,82.71,82.71,79.29,0.25,2.33,0.0,87.16,87.16,84.18,84.18,87.23,84.18,79.25,87.16,87.16,84.18,84.18,84.18,89.11,131.05,131.05,84.18,82.71,79.29,38.59,15.83,9.11,0.0,0.0,2.33,0.0,0.0,0.0,79.25,79.25,79.25,79.25,79.25,0.14,131.05,131.05,131.05,131.05,131.05,89.11,84.18,78.42,79.25,79.25,79.25,79.25,131.05,131.05,131.05,131.05,0.0,0.0,2.33,131.05,131.05,78.12,131.05,89.11,79.25,78.42,78.42,78.12
171.75.10.35,0.0,0.15,0.15,0.0,0.15,0.15,0.0,3.97,15.17,22.94,92.69,92.69,92.69,92.69,92.69,92.69,0.15,0.15,0.15,79.25,79.25,79.25,79.32,79.32,15.07,15.92,3.97,3.97,3.97,0.0,0.0,0.0,0.0,15.92,15.07,15.17,15.17,15.17,8.81,15.17,92.69,92.69,92.69,15.07,15.07,15.17,15.17,15.17,15.17,15.17,19.13,19.13,19.13,18.26,79.32,76.95,79.25,15.92,15.92,15.17,15.17,16.03,15.17,0.0,15.92,15.92,15.17,15.17,15.17,22.94,92.69,92.69,15.17,19.13,18.26,66.79,80.27,87.79,79.25,79.25,76.95,79.25,79.25,79.25,0.0,0.0,0.0,0.0,0.0,79.22,92.69,92.69,92.69,92.69,92.69,22.94,15.17,3.97,0.0,0.0,0.0,0.0,92.69,92.69,92.69,92.69,79.25,79.25,76.95,92.69,92.69,78.38,92.69,22.94,0.0,3.97,3.97,78.38
212.133.6.2,0.0,0.15,0.15,0.0,0.15,0.15,0.0,3.97,15.17,22.94,92.69,92.69,92.69,92.69,92.69,92.69,0.15,0.15,0.15,79.25,79.25,79.25,79.32,79.32,15.07,15.92,3.97,3.97,3.97,0.0,0.0,0.0,0.0,15.92,15.07,15.17,15.17,15.17,8.81,15.17,92.69,92.69,92.69,15.07,15.07,15.17,15.17,15.17,15.17,15.17,19.13,19.13,19.13,18.26,79.32,76.95,79.25,15.92,15.92,15.17,15.17,16.03,15.17,0.0,15.92,15.92,15.17,15.17,15.17,22.94,92.69,92.69,15.17,19.13,18.26,66.79,80.27,87.79,79.25,79.25,76.95,79.25,79.25,79.25,0.0,0.0,0.0,0.0,0.0,79.22,92.69,92.69,92.69,92.69,92.69,22.94,15.17,3.97,0.0,0.0,0.0,0.0,92.69,92.69,92.69,92.69,79.25,79.25,76.95,92.69,92.69,78.38,92.69,22.94,0.0,3.97,3.97,78.38
213.239.224.26,0.0,0.15,0.15,0.0,0.15,0.15,0.0,3.97,15.17,22.94,92.69,92.69,92.69,92.69,92.69,92.69,0.15,0.15,0.15,79.25,79.25,79.25,79.32,79.32,15.07,15.92,3.97,3.97,3.97,0.0,0.0,0.0,0.0,15.92,15.07,15.17,15.17,15.17,8.81,15.17,92.69,92.69,92.69,15.07,15.07,15.17,15.17,15.17,15.17,15.17,19.13,19.13,19.13,18.26,79.32,76.95,79.25,15.92,15.92,15.17,15.17,16.03,15.17,0.0,15.92,15.92,15.17,15.17,15.17,22.94,92.69,92.69,15.17,19.13,18.26,66.79,80.27,87.79,79.25,79.25,76.95,79.25,79.25,79.25,0.0,0.0,0.0,0.0,0.0,79.22,92.69,92.69,92.69,92.69,92.69,22.94,15.17,3.97,0.0,0.0,0.0,0.0,92.69,92.69,92.69,92.69,79.25,79.25,76.95,92.69,92.69,78.38,92.69,22.94,0.0,3.97,3.97,78.38
213.239.228.6,0.0,0.15,0.15,0.0,0.15,0.15,0.0,3.97,15.17,22.94,92.69,92.69,92.69,92.69,92.69,92.69,0.15,0.15,0.15,79.25,79.25,79.25,79.32,79.32,15.07,15.92,3.97,3.97,3.97,0.0,0.0,0.0,0.0,15.92,15.07,15.17,15.17,15.17,8.81,15.17,92.69,92.69,92.69,15.07,15.07,15.17,15.17,15.17,15.17,15.17,19.13,19.13,19.13,18.26,79.32,76.95,79.25,15.92,15.92,15.17,15.17,16.03,15.17,0.0,15.92,15.92,15.17,15.17,15.17,22.94,92.69,92.69,15.17,19.13,18.26,66.79,80.27,87.79,79.25,79.25,76.95,79.25,79.25,79.25,0.0,0.0,0.0,0.0,0.0,79.22,92.69,92.69,92.69,92.69,92.69,22.94,15.17,3.97,0.0,0.0,0.0,0.0,92.69,92.69,92.69,92.69,79.25,79.25,76.95,92.69,92.69,78.38,92.69,22.94,0.0,3.97,3.97,78.38
213.239.228.38,0.0,0.15,0.15,0.0,0.15,0.15,0.0,3.97,15.17,22.94,92.69,92.69,92.69,92.69,92.69,92.69,0.15,0.15,0.15,79.25,79.25,79.25,79.32,79.32,15.07,15.92,3.97,3.97,3.97,0.0,0.0,0.0,0.0,15.92,15.07,15.17,15.17,15.17,8.81,15.17,92.69,92.69,92.69,15.07,15.07,15.17,15.17,15.17,15.17,15.17,19.13,19.13,19.13,18.26,79.32,76.95,79.25,15.92,15.92,15.17,15.17,16.03,15.17,0.0,15.92,15.92,15.17,15.17,15.17,22.94,92.69,92.69,15.17,19.13,18.26,66.79,80.27,87.79,79.25,79.25,76.95,79.25,79.25,79.25,0.0,0.0,0.0,0.0,0.0,79.22,92.69,92.69,92.69,92.69,92.69,22.94,15.17,3.97,0.0,0.0,0.0,0.0,92.69,92.69,92.69,92.69,79.25,79.25,76.95,92.69,92.69,78.38,92.69,22.94,0.0,3.97,3.97,78.38
198.32.195.42,79.22,79.12,79.12,79.22,79.12,79.12,79.22,78.38,84.12,89.03,131.17,131.17,131.17,131.17,131.17,131.17,79.12,79.12,79.12,0.14,0.14,0.14,0.38,0.38,82.15,87.1,78.38,78.38,78.38,79.22,79.22,79.22,79.22,87.1,82.15,84.12,84.12,84.12,79.94,84.12,131.17,131.17,131.17,82.15,82.15,84.12,84.12,84.12,84.12,84.12,82.64,82.64,82.64,79.23,0.38,2.33,0.14,87.1,87.1,84.12,84.12,87.17,84.12,79.22,87.1,87.1,84.12,84.12,84.12,89.03,131.17,131.17,84.12,82.64,79.23,38.45,15.69,9.09,0.14,0.14,2.33,0.14,0.14,0.14,79.22,79.22,79.22,79.22,79.22,0.0,131.17,131.17,131.17,131.17,131.17,89.03,84.12,78.38,79.22,79.22,79.22,79.22,131.17,131.17,131.17,131.17,0.14,0.14,2.33,131.17,131.17,78.24,131.17,89.03,79.22,78.38,78.38,78.24
5.223.0.181,92.69,92.66,92.66,92.69,92.66,92.66,92.69,96.44,102.69,105.99,0.0,0.0,0.0,0.0,0.0,0.0,92.66,92.66,92.66,131.05,131.05,131.05,130.85,130.85,104.04,100.73,96.44,96.44,96.44,92.69,92.69,92.69,92.69,100.73,104.04,102.69,102.69,102.69,99.86,102.69,0.0,0.0,0.0,104.04,104.04,102.69,102.69,102.69,102.69,102.69,107.42,107.42,107.42,108.6,130.85,129.91,131.05,100.73,100.73,102.69,102.69,100.77,102.69,92.69,100.73,100.73,102.69,102.69,102.69,105.99,0.0,0.0,102.69,107.42,108.6,153.46,146.02,136.61,131.05,131.05,129.91,131.05,131.05,131.05,92.69,92.69,92.69,92.69,92.69,131.17,0.0,0.0,0.0,0.0,0.0,105.99,102.69,96.44,92.69,92.69,92.69,92.69,0.0,0.0,0.0,0.0,131.05,131.05,129.91,0.0,0.0,53.1,0.0,105.99,92.69,96.44,96.44,53.1
5.223.0.85,92.69,92.66,92.66,92.69,92.66,92.66,92.69,96.44,102.69,105.99,0.0,0.0,0.0,0.0,0.0,0.0,92.66,92.66,92.66,131.05,131.05,131.05,130.85,130.85,104.04,100.73,96.44,96.44,96.44,92.69,92.69,92.69,92.69,100.73,104.04,102.69,102.69,102.69,99.86,102.69,0.0,0.0,0.0,104.04,104.04,102.69,102.69,102.69,102.69,102.69,107.42,107.42,107.42,108.6,130.85,129.91,131.05,100.73,100.73,102.69,102.69,100.77,102.69,92.69,100.73,100.73,102.69,102.69,102.69,105.99,0.0,0.0,102.69,107.42,108.6,153.46,146.02,136.61,131.05,131.05,129.91,131.05,131.05,131.05,92.69,92.69,92.69,92.69,92.69,131.17,0.0,0.0,0.0,0.0,0.0,105.99,102.69,96.44,92.69,92.69,92.69,92.69,0.0,0.0,0.0,0.0,131.05,131.05,129.91,0.0,0.0,53.1,0.0,105.99,92.69,96.44,96.44,53.1
5.223.0.69,92.69,92.66,92.66,92.69,92.66,92.66,92.69,96.44,102.69,105.99,0.0,0.0,0.0,0.0,0.0,0.0,92.66,92.66,92.66,131.05,131.05,131.05,130.85,130.85,104.04,100.73,96.44,96.44,96.44,92.69,92.69,92.69,92.69,100.73,104.04,102.69,102.69,102.69,99.86,102.69,0.0,0.0,0.0,104.04,104.04,102.69,102.69,102.69,102.69,102.69,107.42,107.42,107.42,108.6,130.85,129.91,131.05,100.73,100.73,102.69,102.69,100.77,102.69,92.69,100.73,100.73,102.69,102.69,102.69,105.99,0.0,0.0,102.69,107.42,108.6,153.46,146.02,136.61,131.05,131.05,129.91,131.05,131.05,131.05,92.69,92.69,92.69,92.69,92.69,131.17,0.0,0.0,0.0,0.0,0.0,105.99,102.69,96.44,92.69,92.69,92.69,92.69,0.0,0.0,0.0,0.0,131.05,131.05,129.91,0.0,0.0,53.1,0.0,105.99,92.69,96.44,96.44,53.1
62.115.170.54,92.69,92.66,92.66,92.69,92.66,92.66,92.69,96.44,102.69,105.99,0.0,0.0,0.0,0.0,0.0,0.0,92.66,92.66,92.66,131.05,131.05,131.05,130.85,130.85,104.04,100.73,96.44,96.44,96.44,92.69,92.69,92.69,92.69,100.73,104.04,102.69,102.69,102.69,99.86,102.69,0.0,0.0,0.0,104.04,104.04,102.69,102.69,102.69,102.69,102.69,107.42,107.42,107.42,108.6,130.85,129.91,131.05,100.73,100.73,102.69,102.69,100.77,102.69,92.69,100.73,100.73,102.69,102.69,102.69,105.99,0.0,0.0,102.69,107.42,108.6,153.46,146.02,136.61,131.05,131.05,129.91,131.05,131.05,131.05,92.69,92.69,92.69,92.69,92.69,131.17,0.0,0.0,0.0,0.0,0.0,105.99,102.69,96.44,92.69,92.69,92.69,92.69,0.0,0.0,0.0,0.0,131.05,131.05,129.91,0.0,0.0,53.1,0.0,105.99,92.69,96.44,96.44,53.1
62.115.136.198,92.69,92.66,92.66,92.69,92.66,92.66,92.69,96.44,102.69,105.99,0.0,0.0,0.0,0.0,0.0,0.0,92.66,92.66,92.66,131.05,131.05,131.05,130.85,130.85,104.04,100.73,96.44,96.44,96.44,92.69,92.69,92.69,92.69,100.73,104.04,102.69,102.69,102.69,99.86,102.69,0.0,0.0,0.0,104.04,104.04,102.69,102.69,102.69,102.69,102.69,107.42,107.42,107.42,108.6,130.85,129.91,131.05,100.73,100.73,102.69,102.69,100.77,102.69,92.69,100.73,100.73,102.69,102.69,102.69,105.99,0.0,0.0,102.69,107.42,108.6,153.46,146.02,136.61,131.05,131.05,129.91,131.05,131.05,131.05,92.69,92.69,92.69,92.69,92.69,131.17,0.0,0.0,0.0,0.0,0.0,105.99,102.69,96.44,92.69,92.69,92.69,92.69,0.0,0.0,0.0,0.0,131.05,131.05,129.91,0.0,0.0,53.1,0.0,105.99,92.69,96.44,96.44,53.1
62.115.140.42,22.94,23.08,23.08,22.94,23.08,23.08,22.94,19.83,7.99,0.0,105.99,105.99,105.99,105.99,105.99,105.99,23.08,23.08,23.08,89.11,89.11,89.11,89.25,89.25,8.98,7.22,19.83,19.83,19.83,22.94,22.94,22.94,22.94,7.22,8.98,7.99,7.99,7.99,14.89,7.99,105.99,105.99,105.99,8.98,8.98,7.99,7.99,7.99,7.99,7.99,6.61,6.61,6.61,10.02,89.25,87.07,89.11,7.22,7.22,7.99,7.99,7.12,7.99,22.94,7.22,7.22,7.99,7.99,7.99,0.0,105.99,105.99,7.99,6.61,10.02,63.9,84.61,96.13,89.11,89.11,87.07,89.11,89.11,89.11,22.94,22.94,22.94,22.94,22.94,89.03,105.99,105.99,105.99,105.99,105.99,0.0,7.99,19.83,22.94,22.94,22.94,22.94,105.99,105.99,105.99,105.99,89.11,89.11,87.07,105.99,105.99,101.13,105.99,0.0,22.94,19.83,19.83,101.13
62.115.136.250,15.17,15.31,15.31,15.17,15.31,15.31,15.17,11.88,0.0,7.99,102.69,102.69,102.69,102.69,102.69,102.69,15.31,15.31,15.31,84.18,84.18,84.18,84.3,84.3,2.03,3.05,11.88,11.88,11.88,15.17,15.17,15.17,15.17,3.05,2.03,0.0,0.0,0.0,6.91,0.0,102.69,102.69,102.69,2.03,2.03,0.0,0.0,0.0,0.0,0.0,4.8,4.8,4.8,6.4,84.3,82.04,84.18,3.05,3.05,0.0,0.0,3.1,0.0,15.17,3.05,3.05,0.0,0.0,0.0,7.99,102.69,102.69,0.0,4.8,6.4,62.79,81.37,91.76,84.18,84.18,82.04,84.18,84.18,84.18,15.17,15.17,15.17,15.17,15.17,84.12,102.69,102.69,102.69,102.69,102.69,7.99,0.0,11.88,15.17,15.17,15.17,15.17,102.69,102.69,102.69,102.69,84.18,84.18,82.04,102.69,102.69,93.54,102.69,7.99,15.17,11.88,11.88,93.54
62.115.138.104,3.97,4.06,4.06,3.97,4.06,4.06,3.97,0.0,11.88,19.83,96.44,96.44,96.44,96.44,96.44,96.44,4.06,4.06,4.06,78.42,78.42,78.42,78.5,78.5,11.48,13.16,0.0,0.0,0.0,3.97,3.97,3.97,3.97,13.16,11.48,11.88,11.88,11.88,5.12,11.88,96.44,96.44,96.44,11.48,11.48,11.88,11.88,11.88,11.88,11.88,15.47,15.47,15.47,14.36,78.5,76.15,78.42,13.16,13.16,11.88,11.88,13.27,11.88,3.97,13.16,13.16,11.88,11.88,11.88,19.83,96.44,96.44,11.88,15.47,14.36,63.83,78.46,86.75,78.42,78.42,76.15,78.42,78.42,78.42,3.97,3.97,3.97,3.97,3.97,78.38,96.44,96.44,96.44,96.44,96.44,19.83,11.88,0.0,3.97,3.97,3.97,3.97,96.44,96.44,96.44,96.44,78.42,78.42,76.15,96.44,96.44,81.9,96.44,19.83,3.97,0.0,0.0,81.9
62.115.122.35,0.0,0.15,0.15,0.0,0.15,0.15,0.0,3.97,15.17,22.94,92.69,92.69,92.69,92.69,92.69,92.69,0.15,0.15,0.15,79.25,79.25,79.25,79.32,79.32,15.07,15.92,3.97,3.97,3.97,0.0,0.0,0.0,0.0,15.92,15.07,15.17,15.17,15.17,8.81,15.17,92.69,92.69,92.69,15.07,15.07,15.17,15.17,15.17,15.17,15.17,19.13,19.13,19.13,18.26,79.32,76.95,79.25,15.92,15.92,15.17,15.17,16.03,15.17,0.0,15.92,15.92,15.17,15.17,15.17,22.94,92.69,92.69,15.17,19.13,18.26,66.79,80.27,87.79,79.25,79.25,76.95,79.25,79.25,79.25,0.0,0.0,0.0,0.0,0.0,79.22,92.69,92.69,92.69,92.69,92.69,22.94,15.17,3.97,0.0,0.0,0.0,0.0,92.69,92.69,92.69,92.69,79.25,79.25,76.95,92.69,92.69,78.38,92.69,22.94,0.0,3.97,3.97,78.38
62.115.137.118,0.0,0.15,0.15,0.0,0.15,0.15,0.0,3.97,15.17,22.94,92.69,92.69,92.69,92.69,92.69,92.69,0.15,0.15,0.15,79.25,79.25,79.25,79.32,79.32,15.07,15.92,3.97,3.97,3.97,0.0,0.0,0.0,0.0,15.92,15.07,15.17,15.17,15.17,8.81,15.17,92.69,92.69,92.69,15.07,15.07,15.17,15.17,15.17,15.17,15.17,19.13,19.13,19.13,18.26,79.32,76.95,79.25,15.92,15.92,15.17,15.17,16.03,15.17,0.0,15.92,15.92,15.17,15.17,15.17,22.94,92.69,92.69,15.17,19.13,18.26,66.79,80.27,87.79,79.25,79.25,76.95,79.25,79.25,79.25,0.0,0.0,0.0,0.0,0.0,79.22,92.69,92.69,92.69,92.69,92.69,22.94,15.17,3.97,0.0,0.0,0.0,0.0,92.69,92.69,92.69,92.69,79.25,79.25,76.95,92.69,92.69,78.38,92.69,22.94,0.0,3.97,3.97,78.38
213.248.95.243,0.0,0.15,0.15,0.0,0.15,0.15,0.0,3.97,15.17,22.94,92.69,92.69,92.69,92.69,92.69,92.69,0.15,0.15,0.15,79.25,79.25,79.25,79.32,79.32,15.07,15.92,3.97,3.97,3.97,0.0,0.0,0.0,0.0,15.92,15.07,15.17,15.17,15.17,8.81,15.17,92.69,92.69,92.69,15.07,15.07,15.17,15.17,15.17,15.17,15.17,19.13,19.13,19.13,18.26,79.32,76.95,79.25,15.92,15.92,15.17,15.17,16.03,15.17,0.0,15.92,15.92,15.17,15.17,15.17,22.94,92.69,92.69,15.17,19.13,18.26,66.79,80.27,87.79,79.25,79.25,76.95,79.25,79.25,79.25,0.0,0.0,0.0,0.0,0.0,79.22,92.69,92.69,92.69,92.69,92.69,22.94,15.17,3.97,0.0,0.0,0.0,0.0,92.69,92.69,92.69,92.69,79.25,79.25,76.95,92.69,92.69,78.38,92.69,22.94,0.0,3.97,3.97,78.38
213.239.228.14,0.0,0.15,0.15,0.0,0.15,0.15,0.0,3.97,15.17,22.94,92.69,92.69,92.69,92.69,92.69,92.69,0.15,0.15,0.15,79.25,79.25,79.25,79.32,79.32,15.07,15.92,3.97,3.97,3.97,0.0,0.0,0.0,0.0,15.92,15.07,15.17,15.17,15.17,8.81,15.17,92.69,92.69,92.69,15.07,15.07,15.17,15.17,15.17,15.17,15.17,19.13,19.13,19.13,18.26,79.32,76.95,79.25,15.92,15.92,15.17,15.17,16.03,15.17,0.0,15.92,15.92,15.17,15.17,15.17,22.94,92.69,92.69,15.17,19.13,18.26,66.79,80.27,87.79,79.25,79.25,76.95,79.25,79.25,79.25,0.0,0.0,0.0,0.0,0.0,79.22,92.69,92.69,92.69,92.69,92.69,22.94,15.17,3.97,0.0,0.0,0.0,0.0,92.69,92.69,92.69,92.69,79.25,79.25,76.95,92.69,92.69,78.38,92.69,22.94,0.0,3.97,3.97,78.38
5.223.0.133,92.69,92.66,92.66,92.69,92.66,92.66,92.69,96.44,102.69,105.99,0.0,0.0,0.0,0.0,0.0,0.0,92.66,92.66,92.66,131.05,131.05,131.05,130.85,130.85,104.04,100.73,96.44,96.44,96.44,92.69,92.69,92.69,92.69,100.73,104.04,102.69,102.69,102.69,99.86,102.69,0.0,0.0,0.0,104.04,104.04,102.69,102.69,102.69,102.69,102.69,107.42,107.42,107.42,108.6,130.85,129.91,131.05,100.73,100.73,102.69,102.69,100.77,102.69,92.69,100.73,100.73,102.69,102.69,102.69,105.99,0.0,0.0,102.69,107.42,108.6,153.46,146.02,136.61,131.05,131.05,129.91,131.05,131.05,131.05,92.69,92.69,92.69,92.69,92.69,131.17,0.0,0.0,0.0,0.0,0.0,105.99,102.69,96.44,92.69,92.69,92.69,92.69,0.0,0.0,0.0,0.0,131.05,131.05,129.91,0.0,0.0,53.1,0.0,105.99,92.69,96.44,96.44,53.1
5.223.0.73,92.69,92.66,92.66,92.69,92.66,92.66,92.69,96.44,102.69,105.99,0.0,0.0,0.0,0.0,0.0,0.0,92.66,92.66,92.66,131.05,131.05,131.05,130.85,130.85,104.04,100.73,96.44,96.44,96.44,92.69,92.69,92.69,92.69,100.73,104.04,102.69,102.69,102.69,99.86,102.69,0.0,0.0,0.0,104.04,104.04,102.69,102.69,102.69,102.69,102.69,107.42,107.42,107.42,108.6,130.85,129.91,131.05,100.73,100.73,102.69,102.69,100.77,102.69,92.69,100.73,100.73,102.69,102.69,102.69,105.99,0.0,0.0,102.69,107.42,108.6,153.46,146.02,136.61,131.05,131.05,129.91,131.05,131.05,131.05,92.69,92.69,92.69,92.69,92.69,131.17,0.0,0.0,0.0,0.0,0.0,105.99,102.69,96.44,92.69,92.69,92.69,92.69,0.0,0.0,0.0,0.0,131.05,131.05,129.91,0.0,0.0,53.1,0.0,105.99,92.69,96.44,96.44,53.1
103.60.60.117,92.69,92.66,92.66,92.69,92.66,92.66,92.69,96.44,102.69,105.99,0.0,0.0,0.0,0.0,0.0,0.0,92.66,92.66,92.66,131.05,131.05,131.05,130.85,130.85,104.04,100.73,96.44,96.44,96.44,92.69,92.69,92.69,92.69,100.73,104.04,102.69,102.69,102.69,99.86,102.69,0.0,0.0,0.0,104.04,104.04,102.69,102.69,102.69,102.69,102.69,107.42,107.42,107.42,108.6,130.85,129.91,131.05,100.73,100.73,102.69,102.69,100.77,102.69,92.69,100.73,100.73,102.69,102.69,102.69,105.99,0.0,0.0,102.69,107.42,108.6,153.46,146.02,136.61,131.05,131.05,129.91,131.05,131.05,131.05,92.69,92.69,92.69,92.69,92.69,131.17,0.0,0.0,0.0,0.0,0.0,105.99,102.69,96.44,92.69,92.69,92.69,92.69,0.0,0.0,0.0,0.0,131.05,131.05,129.91,0.0,0.0,53.1,0.0,105.99,92.69,96.44,96.44,53.1
132.147.112.109,92.69,92.66,92.66,92.69,92.66,92.66,92.69,96.44,102.69,105.99,0.0,0.0,0.0,0.0,0.0,0.0,92.66,92.66,92.66,131.05,131.05,131.05,130.85,130.85,104.04,100.73,96.44,96.44,96.44,92.69,92.69,92.69,92.69,100.73,104.04,102.69,102.69,102.69,99.86,102.69,0.0,0.0,0.0,104.04,104.04,102.69,102.69,102.69,102.69,102.69,107.42,107.42,107.42,108.6,130.85,129.91,131.05,100.73,100.73,102.69,102.69,100.77,102.69,92.69,100.73,100.73,102.69,102.69,102.69,105.99,0.0,0.0,102.69,107.42,108.6,153.46,146.02,136.61,131.05,131.05,129.91,131.05,131.05,131.05,92.69,92.69,92.69,92.69,92.69,131.17,0.0,0.0,0.0,0.0,0.0,105.99,102.69,96.44,92.69,92.69,92.69,92.69,0.0,0.0,0.0,0.0,131.05,131.05,129.91,0.0,0.0,53.1,0.0,105.99,92.69,96.44,96.44,53.1
